# Student number: r0829897
# Iteration, Elapsed time, Mean value, Best value, Cycle
0,1.318396806716919,-574772.0048933198,-109167.21797983685,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,16,47,53,58,76,27,97,46,0,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
1,2.534385919570923,-381774.9890106261,-90972.68164986404,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,16,47,53,58,76,27,97,46,0,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
2,3.6129002571105957,-175598.8168704414,-85286.88904674753,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,16,47,53,58,76,27,97,46,0,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
3,4.237236261367798,-105406.90799019374,-82885.53006334574,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,16,47,53,58,76,27,97,46,0,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
4,4.575460433959961,-95644.53896299,-82234.42892529287,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,16,47,53,58,76,27,97,46,0,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
5,4.848280429840088,-95603.79631768401,-81788.90844755087,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,0,46,97,27,76,58,53,47,16,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
6,5.132803440093994,-95384.19872811696,-81761.11630739672,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,0,46,97,27,76,58,53,47,16,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
7,5.455228567123413,-95096.0711510355,-81677.11231063008,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,0,46,97,27,76,58,53,47,16,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
8,5.74262547492981,-95008.25575852807,-81596.72001765681,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,0,46,97,27,76,58,53,47,16,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
9,6.0582194328308105,-94999.09178157036,-81585.89310329808,42,41,15,9,44,6,56,51,87,72,43,89,14,32,29,59,33,50,83,82,65,95,85,68,57,17,40,78,73,19,21,4,52,0,46,97,27,76,58,53,47,16,54,25,79,2,26,13,88,93,39,10,48,45,80,18,94,55,31,69,90,81,24,35,66,28,60,36,62,86,77,22,23,75,99,8,3,70,7,71,1,30,92,49,91,63,38,37,98,5,96,84,34,74,64,20,12,61,11,67,
